	Shamrep1	Shamrep2	Shamrep3	ShamM1	ShamM2	MCAOrep1	MCAOrep2	MCAOrep3	MCAOrep4	MCAOrep5	D1M1	D1M2
1700011I03Rik	8.676767676767712	8.676767676767724	8.676767676767692	8.676767676767568	8.676767676767565	4.8124098124098085	4.812409812409827	4.81240981240982	4.812409812409812	4.812409812409786	4.812409812409914	4.812409812409753
1700012B09Rik	13.717171717171702	13.717171717171697	13.717171717171711	13.71717171717177	13.717171717171778	13.952380952380953	13.952380952380937	13.952380952380947	13.952380952380954	13.952380952380963	13.952380952380919	13.952380952380933
1700015E13Rik	7.519191919191954	7.519191919191961	7.519191919191943	7.5191919191918135	7.51919191919184	4.956709956709952	4.956709956709961	4.956709956709959	4.95670995670995	4.956709956709935	4.956709956710062	4.956709956709897
1700017B05Rik	7.771717171717205	7.771717171717217	7.771717171717188	7.771717171717059	7.771717171717045	3.0274170274170276	3.0274170274170498	3.0274170274170435	3.0274170274170213	3.0274170274169987	3.02741702741712	3.0274170274169667
1700019D03Rik	19.07272727272724	19.072727272727228	19.072727272727246	19.07272727272737	19.072727272727356	18.603174603174608	18.603174603174594	18.603174603174597	18.603174603174622	18.603174603174622	18.60317460317449	18.6031746031746
1700019G17Rik	18.432323232323224	18.432323232323217	18.432323232323235	18.432323232323274	18.43232323232327	16.378066378066375	16.378066378066357	16.378066378066386	16.378066378066382	16.378066378066382	16.378066378066347	16.378066378066347
1700020L24Rik	16.66262626262627	16.662626262626276	16.662626262626258	16.662626262626215	16.662626262626222	13.593073593073596	13.593073593073608	13.593073593073576	13.593073593073568	13.593073593073571	13.59307359307365	13.593073593073616
1700021F05Rik	24.24040404040404	24.24040404040404	24.24040404040404	24.24040404040402	24.240404040404023	22.647907647907637	22.64790764790764	22.64790764790764	22.64790764790764	22.647907647907637	22.647907647907658	22.64790764790763
1700021K19Rik	24.294949494949492	24.294949494949492	24.294949494949492	24.294949494949485	24.294949494949485	25.002886002886	25.002886002886	25.002886002886004	25.002886002886	25.002886002885997	25.002886002886008	25.002886002885997
1700023E05Rik	9.591919191919205	9.591919191919207	9.591919191919203	9.591919191919159	9.59191919191916	8.493506493506489	8.49350649350649	8.493506493506498	8.493506493506489	8.493506493506484	8.49350649350652	8.493506493506498
1700025G04Rik	25.076767676767673	25.076767676767677	25.076767676767673	25.076767676767666	25.07676767676767	23.834054834054825	23.83405483405482	23.834054834054825	23.834054834054825	23.83405483405482	23.83405483405484	23.834054834054818
1700026D08Rik	7.393939393939393	7.393939393939388	7.393939393939399	7.393939393939414	7.393939393939421	9.181818181818175	9.181818181818167	9.18181818181818	9.18181818181818	9.181818181818185	9.181818181818176	9.181818181818187
1700026L06Rik	21.109090909090902	21.109090909090902	21.109090909090902	21.109090909090924	21.109090909090902	19.13852813852814	19.138528138528144	19.138528138528144	19.13852813852814	19.138528138528137	19.138528138528113	19.138528138528148
1700029H14Rik	21.47272727272726	21.472727272727255	21.472727272727262	21.472727272727305	21.472727272727287	17.57575757575758	17.575757575757578	17.57575757575758	17.575757575757578	17.575757575757578	17.575757575757528	17.575757575757553
1700029I15Rik	21.496969696969657	21.49696969696965	21.49696969696967	21.496969696969796	21.496969696969778	21.05194805194806	21.051948051948045	21.051948051948052	21.051948051948052	21.051948051948063	21.05194805194794	21.05194805194807
1700029J07Rik	17.80202020202017	17.80202020202016	17.80202020202018	17.802020202020298	17.802020202020284	14.086580086580085	14.086580086580076	14.086580086580081	14.08658008658011	14.086580086580115	14.086580086579964	14.086580086580103
1700030J22Rik	20.294949494949485	20.294949494949485	20.294949494949485	20.29494949494952	20.294949494949506	19.04906204906205	19.049062049062048	19.04906204906205	19.04906204906204	19.049062049062044	19.049062049062023	19.04906204906205
1700030K09Rik	24.078787878787868	24.078787878787868	24.07878787878787	24.0787878787879	24.078787878787896	24.353535353535353	24.35353535353535	24.35353535353535	24.353535353535353	24.353535353535356	24.353535353535328	24.353535353535364
1700034F02Rik	7.701010101010106	7.70101010101011	7.701010101010105	7.701010101010098	7.701010101010099	9.649350649350643	9.649350649350641	9.649350649350653	9.649350649350659	9.649350649350657	9.649350649350644	9.649350649350676
1700037C18Rik	22.967676767676767	22.967676767676767	22.967676767676767	22.967676767676757	22.96767676767676	23.152958152958146	23.152958152958146	23.152958152958146	23.152958152958146	23.15295815295815	23.15295815295816	23.15295815295815
1700037H04Rik	24.39797979797978	24.39797979797978	24.397979797979783	24.397979797979826	24.39797979797982	23.10678210678211	23.106782106782106	23.106782106782106	23.106782106782102	23.10678210678211	23.106782106782063	23.1067821067821
1700040L02Rik	8.101010101010102	8.101010101010104	8.101010101010099	8.101010101010095	8.101010101010097	7.282828282828283	7.282828282828283	7.282828282828278	7.282828282828285	7.282828282828281	7.282828282828283	7.282828282828289
1700042B14Rik	13.559595959595951	13.559595959595939	13.559595959595962	13.559595959595988	13.559595959596045	5.779220779220773	5.779220779220758	5.7792207792207515	5.7792207792207755	5.779220779220795	5.779220779220761	5.779220779220829
1700049G17Rik	22.975757575757555	22.97575757575755	22.975757575757562	22.97575757575762	22.975757575757616	23.271284271284273	23.271284271284266	23.27128427128427	23.271284271284276	23.27128427128428	23.271284271284216	23.271284271284287
1700052N19Rik	23.684848484848487	23.68484848484849	23.684848484848487	23.68484848484846	23.68484848484847	22.79509379509379	22.795093795093795	22.79509379509379	22.79509379509379	22.79509379509379	22.795093795093816	22.795093795093795
1700056E22Rik	19.032323232323236	19.032323232323233	19.032323232323247	19.032323232323236	19.032323232323254	17.02886002886002	17.028860028860006	17.028860028860027	17.02886002886003	17.02886002886003	17.02886002886002	17.028860028860027
1700061G19Rik	7.044444444444457	7.044444444444455	7.044444444444457	7.044444444444411	7.044444444444432	6.871572871572868	6.871572871572868	6.871572871572874	6.8715728715728694	6.871572871572871	6.871572871572899	6.871572871572862
1700065D16Rik	8.686868686868708	8.686868686868708	8.686868686868696	8.686868686868616	8.686868686868623	8.25685425685425	8.256854256854266	8.256854256854256	8.256854256854265	8.256854256854247	8.256854256854304	8.256854256854211
1700066B19Rik	13.107070707070681	13.107070707070669	13.10707070707069	13.107070707070786	13.10707070707079	13.919191919191917	13.919191919191903	13.919191919191904	13.919191919191935	13.91919191919194	13.91919191919183	13.919191919191961
1700066M21Rik	23.298989898989902	23.298989898989905	23.298989898989902	23.298989898989884	23.29898989898987	22.35064935064935	22.350649350649352	22.35064935064936	22.350649350649345	22.350649350649345	22.350649350649366	22.35064935064934
1700067K01Rik	14.959595959595948	14.959595959595948	14.959595959595957	14.959595959595994	14.95959595959598	16.076479076479075	16.076479076479067	16.07647907647908	16.076479076479067	16.076479076479075	16.076479076479053	16.076479076479107
1700094D03Rik	18.535353535353543	18.535353535353543	18.535353535353547	18.535353535353533	18.53535353535352	21.187590187590192	21.18759018759019	21.187590187590207	21.18759018759019	21.18759018759018	21.187590187590196	21.187590187590132
1700102P08Rik	20.7131313131313	20.7131313131313	20.7131313131313	20.713131313131342	20.71313131313133	17.17604617604618	17.176046176046178	17.17604617604617	17.176046176046167	17.176046176046174	17.176046176046164	17.176046176046174
1700109H08Rik	23.13939393939392	23.139393939393916	23.13939393939393	23.13939393939398	23.139393939393965	19.77633477633478	19.77633477633477	19.776334776334785	19.77633477633479	19.776334776334785	19.7763347763347	19.776334776334743
1700112E06Rik	23.076767676767684	23.07676767676769	23.076767676767684	23.076767676767663	23.07676767676764	20.685425685425678	20.68542568542567	20.6854256854257	20.685425685425706	20.685425685425678	20.685425685425685	20.685425685425635
1700123I01Rik	8.682828282828277	8.682828282828277	8.682828282828273	8.682828282828282	8.68282828282829	8.70274170274171	8.702741702741715	8.702741702741694	8.702741702741696	8.702741702741703	8.702741702741687	8.702741702741715
1700123O20Rik	17.826262626262636	17.82626262626264	17.82626262626264	17.826262626262587	17.826262626262597	17.090909090909086	17.090909090909086	17.090909090909097	17.090909090909097	17.090909090909086	17.09090909090912	17.09090909090905
1810010H24Rik	18.0343434343434	18.034343434343384	18.034343434343413	18.034343434343548	18.034343434343544	21.082251082251084	21.082251082251062	21.08225108225107	21.08225108225109	21.08225108225111	21.082251082250966	21.082251082251133
1810011H11Rik	10.995959595959636	10.995959595959647	10.99595959595962	10.995959595959476	10.99595959595948	10.502164502164495	10.50216450216451	10.502164502164511	10.5021645021645	10.50216450216447	10.502164502164623	10.502164502164407
1810011O10Rik	14.303030303030278	14.303030303030269	14.303030303030289	14.303030303030384	14.303030303030399	19.64213564213564	19.642135642135628	19.642135642135624	19.642135642135635	19.642135642135663	19.642135642135568	19.64213564213572
1810013L24Rik	10.848484848484889	10.848484848484897	10.848484848484876	10.848484848484752	10.848484848484762	12.40115440115439	12.4011544011544	12.401154401154406	12.4011544011544	12.401154401154383	12.401154401154503	12.401154401154376
1810022K09Rik	23.3050505050505	23.3050505050505	23.305050505050502	23.305050505050513	23.30505050505051	23.125541125541126	23.125541125541126	23.125541125541126	23.125541125541126	23.125541125541126	23.12554112554111	23.12554112554113
1810024B03Rik	9.47878787878791	9.478787878787916	9.478787878787905	9.478787878787784	9.478787878787811	6.145743145743134	6.14574314574314	6.145743145743149	6.145743145743141	6.145743145743127	6.145743145743237	6.145743145743139
1810026J23Rik	23.45252525252525	23.45252525252525	23.45252525252525	23.452525252525252	23.45252525252525	23.880230880230876	23.880230880230876	23.880230880230876	23.88023088023088	23.88023088023088	23.880230880230872	23.880230880230886
1810030O07Rik	22.373737373737345	22.37373737373734	22.373737373737352	22.373737373737427	22.37373737373742	23.080808080808076	23.08080808080807	23.08080808080807	23.080808080808076	23.080808080808083	23.080808080808005	23.08080808080807
1810037I17Rik	17.1717171717172	17.171717171717205	17.171717171717187	17.1717171717171	17.171717171717116	15.61183261183261	15.61183261183262	15.611832611832606	15.611832611832615	15.611832611832597	15.611832611832675	15.611832611832565
1810043G02Rik	25.064646464646454	25.064646464646454	25.064646464646454	25.064646464646472	25.064646464646465	24.404040404040405	24.4040404040404	24.4040404040404	24.4040404040404	24.4040404040404	24.404040404040387	24.404040404040387
1810043H04Rik	21.30707070707072	21.307070707070725	21.30707070707071	21.307070707070636	21.30707070707065	19.170274170274162	19.170274170274173	19.170274170274162	19.170274170274165	19.17027417027416	19.170274170274226	19.17027417027415
1810046K07Rik	11.876767676767649	11.876767676767646	11.876767676767656	11.876767676767756	11.87676767676774	12.053391053391058	12.05339105339105	12.053391053391051	12.053391053391055	12.053391053391065	12.053391053390976	12.053391053391078
1810055G02Rik	24.244444444444447	24.244444444444444	24.244444444444444	24.244444444444436	24.244444444444447	24.243867243867236	24.243867243867236	24.243867243867232	24.243867243867236	24.24386724386724	24.243867243867243	24.243867243867246
1810062G17Rik	13.747474747474737	13.747474747474733	13.74747474747474	13.747474747474776	13.747474747474785	13.689754689754693	13.689754689754686	13.689754689754682	13.689754689754697	13.6897546897547	13.689754689754642	13.68975468975472
2010002M12Rik	15.244444444444472	15.244444444444472	15.244444444444472	15.24444444444437	15.244444444444406	14.886002886002867	14.886002886002867	14.886002886002878	14.886002886002876	14.886002886002872	14.88600288600297	14.886002886002856
2010005H15Rik	7.54343434343439	7.5434343434344	7.543434343434367	7.5434343434342175	7.543434343434241	6.581529581529568	6.581529581529587	6.581529581529579	6.581529581529578	6.5815295815295585	6.581529581529727	6.581529581529505
2010012O05Rik	24.634343434343428	24.634343434343428	24.634343434343428	24.634343434343435	24.634343434343435	24.7979797979798	24.7979797979798	24.7979797979798	24.7979797979798	24.7979797979798	24.797979797979792	24.797979797979803
2010015L04Rik	15.896969696969705	15.896969696969709	15.896969696969714	15.89696969696969	15.896969696969673	20.835497835497833	20.835497835497826	20.835497835497854	20.835497835497826	20.83549783549781	20.835497835497844	20.83549783549778
2010107E04Rik	17.46666666666669	17.466666666666693	17.466666666666683	17.466666666666587	17.46666666666663	11.845598845598838	11.845598845598847	11.845598845598834	11.845598845598847	11.84559884559884	11.84559884559892	11.845598845598824
2010107G12Rik	11.058585858585845	11.058585858585836	11.058585858585854	11.058585858585905	11.058585858585918	11.126984126984128	11.126984126984116	11.126984126984121	11.12698412698413	11.12698412698414	11.126984126984075	11.126984126984144
2010107G23Rik	15.761616161616116	15.761616161616107	15.761616161616136	15.761616161616288	15.761616161616281	17.56998556998558	17.569985569985562	17.569985569985565	17.569985569985572	17.569985569985597	17.569985569985448	17.569985569985604
2010109A12Rik	16.4949494949495	16.4949494949495	16.49494949494949	16.494949494949477	16.494949494949473	12.73160173160173	12.73160173160174	12.731601731601724	12.73160173160172	12.731601731601723	12.731601731601769	12.731601731601721
2010109I03Rik	21.292929292929262	21.292929292929255	21.292929292929273	21.29292929292936	21.292929292929355	17.16161616161617	17.16161616161616	17.161616161616163	17.161616161616177	17.16161616161618	17.161616161616053	17.161616161616173
2010111I01Rik	24.850505050505035	24.850505050505035	24.85050505050504	24.850505050505067	24.850505050505053	22.43290043290044	22.432900432900436	22.432900432900436	22.432900432900432	22.43290043290043	22.432900432900396	22.432900432900418
2010300C02Rik	15.147474747474707	15.147474747474693	15.147474747474721	15.147474747474874	15.14747474747487	18.715728715728726	18.7157287157287	18.71572871572871	18.715728715728726	18.715728715728744	18.715728715728588	18.71572871572872
2010315B03Rik	23.25454545454545	23.25454545454545	23.254545454545454	23.25454545454544	23.25454545454545	24.318903318903313	24.31890331890331	24.318903318903317	24.31890331890331	24.318903318903313	24.31890331890332	24.31890331890332
2200002D01Rik	18.125252525252503	18.1252525252525	18.125252525252513	18.125252525252588	18.1252525252526	19.04761904761905	19.04761904761904	19.047619047619037	19.047619047619044	19.04761904761906	19.04761904761899	19.047619047619094
2200002J24Rik	5.200000000000017	5.200000000000022	5.200000000000014	5.1999999999999496	5.199999999999974	6.881673881673876	6.881673881673878	6.881673881673873	6.881673881673864	6.881673881673869	6.881673881673954	6.881673881673891
2210013O21Rik	24.2060606060606	24.206060606060603	24.2060606060606	24.206060606060593	24.206060606060593	23.966810966810964	23.966810966810964	23.96681096681096	23.96681096681096	23.966810966810957	23.96681096681097	23.966810966810957
2210016F16Rik	20.636363636363612	20.636363636363612	20.636363636363615	20.63636363636368	20.636363636363658	17.189033189033196	17.189033189033193	17.18903318903319	17.189033189033193	17.189033189033193	17.189033189033136	17.18903318903316
2210016L21Rik	21.97171717171718	21.971717171717184	21.971717171717177	21.971717171717124	21.971717171717135	21.242424242424235	21.242424242424242	21.242424242424235	21.242424242424235	21.242424242424228	21.24242424242428	21.242424242424207
2210018M11Rik	18.89696969696972	18.896969696969727	18.896969696969716	18.89696969696964	18.896969696969645	20.27561327561327	20.275613275613274	20.27561327561328	20.275613275613274	20.27561327561326	20.27561327561334	20.27561327561324
2210404O09Rik	18.581818181818203	18.581818181818218	18.581818181818196	18.581818181818125	18.581818181818097	18.051948051948045	18.05194805194805	18.051948051948074	18.05194805194804	18.051948051948028	18.05194805194812	18.051948051948013
2210408I21Rik	21.206060606060593	21.20606060606059	21.2060606060606	21.20606060606065	21.206060606060642	22.851370851370845	22.851370851370834	22.851370851370845	22.85137085137085	22.851370851370856	22.851370851370802	22.85137085137088
2300009A05Rik	24.462626262626262	24.462626262626262	24.462626262626262	24.462626262626255	24.462626262626255	23.9033189033189	23.9033189033189	23.9033189033189	23.903318903318898	23.9033189033189	23.903318903318908	23.90331890331891
2310003H01Rik	19.0909090909091	19.090909090909108	19.090909090909097	19.090909090909054	19.090909090909037	18.294372294372284	18.29437229437229	18.2943722943723	18.29437229437229	18.294372294372284	18.294372294372316	18.29437229437229
2310005G13Rik	5.600000000000023	5.600000000000031	5.600000000000012	5.5999999999999215	5.599999999999917	2.4675324675324646	2.467532467532479	2.4675324675324743	2.467532467532462	2.467532467532447	2.467532467532541	2.467532467532429
2310009B15Rik	23.529292929292925	23.529292929292925	23.529292929292925	23.52929292929292	23.529292929292918	23.372294372294373	23.372294372294373	23.37229437229437	23.37229437229437	23.37229437229437	23.372294372294366	23.372294372294384
2310011J03Rik	18.3151515151515	18.31515151515149	18.315151515151502	18.315151515151562	18.31515151515155	18.324675324675326	18.324675324675322	18.324675324675326	18.32467532467533	18.324675324675336	18.324675324675276	18.32467532467531
2310022A10Rik	22.26262626262625	22.26262626262625	22.26262626262625	22.262626262626256	22.26262626262625	19.54689754689755	19.546897546897554	19.546897546897547	19.546897546897544	19.54689754689754	19.546897546897533	19.546897546897544
2310022B05Rik	22.541414141414144	22.541414141414144	22.541414141414144	22.541414141414133	22.54141414141413	22.922077922077918	22.922077922077918	22.92207792207793	22.922077922077925	22.92207792207792	22.92207792207793	22.922077922077914
2310033P09Rik	15.286868686868736	15.286868686868747	15.286868686868718	15.28686868686854	15.286868686868564	12.965367965367953	12.965367965367973	12.965367965367971	12.96536796536796	12.965367965367939	12.965367965368106	12.965367965367928
